,countyFIPS,County Name,State_x,population,Male,Female,Under 18 years,18 years and over,65 years and over
541,39093,Lorain County,OH,309833,"156,670","159,598","67,724","248,544","62,951"
542,39095,Lucas County,OH,428348,"207,894","218,749","96,669","329,974","74,954"
543,39099,Mahoning County,OH,228683,"110,768","114,868","45,270","180,366","51,020"
544,39101,Marion County,OH,65093,"33,911","30,731","13,761","50,881","12,177"
545,39103,Medina County,OH,179746,"91,712","91,800","38,801","144,711","36,994"
546,39109,Miami County,OH,106987,"55,590","54,657","25,052","85,195","21,537"
547,39113,Montgomery County,OH,531687,"258,205","275,687","116,762","417,130","100,048"
548,39119,Muskingum County,OH,86215,"42,265","43,848","19,335","66,778","16,015"
549,39133,Portage County,OH,162466,"79,841","81,904","28,325","133,420","30,001"
550,39139,Richland County,OH,121154,"65,074","60,245","27,015","98,304","24,950"
551,39141,Ross County,OH,76666,"40,181","36,425","16,061","60,545","13,417"
552,39145,Scioto County,OH,75314,"36,583","35,611","15,717","56,477","13,762"
553,39151,Stark County,OH,370606,"182,305","190,352","79,519","293,138","77,247"
554,39153,Summit County,OH,541013,"261,597","274,285","109,627","426,255","105,433"
555,39155,Trumbull County,OH,197974,"100,323","100,320","40,959","159,684","45,078"
556,39157,Tuscarawas County,OH,91987,"45,753","46,184","20,707","71,230","18,912"
557,39159,Union County,OH,58988,"32,663","34,235","15,623","51,275","10,000"
558,39165,Warren County,OH,234602,"127,193","122,585","58,699","191,079","39,526"
559,39169,Wayne County,OH,115710,"57,790","58,769","27,620","88,939","22,145"
560,39173,Wood County,OH,130817,"66,542","65,050","26,336","105,256","22,668"
561,40017,Canadian County,OK,148306,"84,042","85,107","42,987","126,162","23,410"
562,40027,Cleveland County,OK,284014,"150,260","149,327","60,307","239,280","44,345"
563,40031,Comanche County,OK,120749,"63,882","59,164","29,311","93,735","16,699"
564,40037,Creek County,OK,71522,"35,553","37,146","16,635","56,064","13,544"
565,40101,Muskogee County,OK,67997,"31,927","34,427","16,213","50,141","11,510"
566,40109,Oklahoma County,OK,797434,"395,098","407,461","200,456","602,103","117,421"
567,40119,Payne County,OK,81784,"42,435","40,359","15,042","67,752","11,394"
568,40125,Pottawatomie County,OK,72592,"35,220","38,313","16,861","56,672","12,493"
569,40131,Rogers County,OK,92459,"49,724","49,112","22,583","76,253","16,981"
570,40143,Tulsa County,OK,651552,"332,862","344,496","167,055","510,303","104,580"
571,40145,Wagoner County,OK,81289,"43,233","43,411","20,146","66,498","15,096"
572,41003,Benton County,OR,93053,"49,373","48,257","14,717","82,913","17,510"
573,41005,Clackamas County,OR,418187,"210,881","212,296","87,173","336,004","84,463"
574,41017,Deschutes County,OR,197692,"102,618","103,931","38,713","167,836","44,477"
575,41019,Douglas County,OR,110980,"56,515","55,782","21,230","91,067","29,969"
576,41029,Jackson County,OR,220944,"108,857","112,787","44,693","176,951","51,843"
577,41033,Josephine County,OR,87487,"43,040","44,690","16,137","71,593","24,034"
578,41035,Klamath County,OR,68238,"35,761","34,451","14,771","55,441","15,384"
579,41039,Lane County,OR,382067,"189,330","193,023","66,028","316,325","81,354"
580,41043,Linn County,OR,129749,"65,422","65,045","28,527","101,940","25,786"
581,41047,Marion County,OR,347818,"175,175","171,528","81,029","265,674","58,746"
582,41051,Multnomah County,OR,812855,"395,801","399,282","138,095","656,988","119,503"
583,41053,Polk County,OR,86085,"43,783","45,831","19,175","70,439","17,340"
584,41059,Umatilla County,OR,77950,"42,379","37,836","19,456","60,759","13,802"
585,41067,Washington County,OR,601592,"299,993","300,183","127,461","472,715","89,904"
586,41071,Yamhill County,OR,107100,"54,890","53,336","22,498","85,728","20,471"
587,42001,Adams County,PA,103009,"53,084","52,943","20,085","85,942","23,113"
588,42003,Allegheny County,PA,1216045,"602,672","630,581","226,309","1,006,944","251,083"
589,42005,Armstrong County,PA,64735,"32,619","32,128","12,208","52,539","15,484"
590,42007,Beaver County,PA,163929,"80,804","84,873","31,594","134,083","38,044"
591,42011,Berks County,PA,421164,"214,645","215,804","93,761","336,688","78,074"
592,42013,Blair County,PA,121829,"59,531","61,501","23,677","97,355","26,707"
593,42017,Bucks County,PA,628270,"318,964","326,090","126,780","518,274","132,739"
594,42019,Butler County,PA,187853,"98,329","98,971","37,265","160,035","41,160"
595,42021,Cambria County,PA,130192,"65,615","65,826","25,010","106,431","31,915"
596,42025,Carbon County,PA,64182,"33,064","32,396","12,364","53,096","15,236"
597,42027,Centre County,PA,162385,"82,820","75,605","22,715","135,710","25,583"
598,42029,Chester County,PA,524989,"271,309","274,514","118,766","427,057","97,204"
599,42033,Clearfield County,PA,79255,"40,384","37,520","14,278","63,626","17,579"
600,42039,Crawford County,PA,84629,"41,083","41,587","16,528","66,142","18,752"
601,42041,Cumberland County,PA,253370,"132,635","135,944","54,356","214,223","51,168"
602,42043,Dauphin County,PA,278299,"141,602","147,198","63,740","225,060","53,028"
603,42045,Delaware County,PA,566747,"278,828","296,354","125,169","450,013","101,288"
604,42049,Erie County,PA,269728,"133,184","134,505","55,075","212,614","52,621"
605,42051,Fayette County,PA,129274,"62,928","62,827","24,038","101,717","28,548"
606,42055,Franklin County,PA,155027,"78,235","78,667","33,728","123,174","32,193"
607,42063,Indiana County,PA,84073,"41,575","41,382","14,794","68,163","17,426"
608,42069,Lackawanna County,PA,209674,"106,830","108,785","43,802","171,813","43,885"
609,42071,Lancaster County,PA,545724,"274,175","282,454","127,269","429,360","110,036"
610,42073,Lawrence County,PA,85512,"41,181","43,668","16,832","68,017","19,781"
611,42075,Lebanon County,PA,141793,"70,109","73,902","32,246","111,765","29,463"
612,42077,Lehigh County,PA,369318,"185,977","190,340","83,946","292,371","64,951"
613,42079,Luzerne County,PA,317417,"163,252","163,117","65,849","260,520","65,695"
614,42081,Lycoming County,PA,113299,"55,308","57,796","23,126","89,978","23,366"
615,42085,Mercer County,PA,109424,"53,792","55,428","20,335","88,885","25,113"
616,42089,Monroe County,PA,170271,"82,555","84,643","31,735","135,463","32,578"
617,42091,Montgomery County,PA,830915,"424,391","440,292","181,250","683,433","164,371"
618,42095,Northampton County,PA,305285,"157,368","161,158","60,315","258,211","64,444"
619,42097,Northumberland County,PA,90843,"46,353","43,780","16,816","73,317","20,074"
620,42101,Philadelphia County,PA,1584064,"743,296","823,962","330,266","1,236,992","230,682"
621,42107,Schuylkill County,PA,141359,"74,168","68,936","28,119","114,985","30,406"
622,42111,Somerset County,PA,73447,"37,976","34,734","13,449","59,261","17,573"
623,42125,Washington County,PA,206865,"103,921","106,462","40,707","169,676","46,593"
624,42129,Westmoreland County,PA,348899,"174,186","177,871","63,153","288,904","86,332"
625,42133,York County,PA,449058,"229,460","231,598","99,536","361,522","86,739"
626,44003,Kent County,RI,164292,"84,133","87,142","30,727","140,548","34,937"
627,44005,Newport County,RI,82082,"41,629","42,852","13,179","71,302","21,442"
628,44007,Providence County,RI,638931,"322,864","334,424","131,144","526,144","108,329"
629,44009,Washington County,RI,125577,"63,330","67,000","19,641","110,689","30,807"
630,45003,Aiken County,SC,170872,"84,293","89,857","36,459","137,691","37,041"
631,45007,Anderson County,SC,202558,"101,362","108,219","46,844","162,737","39,263"
632,45013,Beaufort County,SC,192122,"95,662","100,709","33,697","162,674","55,980"
633,45015,Berkeley County,SC,227907,"122,077","123,040","57,151","187,966","36,789"
634,45019,Charleston County,SC,411406,"203,572","215,707","79,999","339,280","76,165"
635,45035,Dorchester County,SC,162809,"83,148","82,985","39,454","126,679","25,794"
636,45041,Florence County,SC,138293,"64,820","71,901","31,983","104,738","24,716"
637,45045,Greenville County,SC,523542,"267,856","280,094","124,178","423,772","93,196"
638,45047,Greenwood County,SC,70811,"32,014","37,253","15,212","54,055","14,434"
639,45051,Horry County,SC,354081,"184,146","198,955","64,188","318,913","101,673"
640,45055,Kershaw County,SC,66551,"32,901","34,850","15,256","52,495","12,766"
641,45057,Lancaster County,SC,98012,"50,252","54,325","22,423","82,154","22,877"
642,45059,Laurens County,SC,67493,"33,720","34,245","13,963","54,002","13,528"
643,45063,Lexington County,SC,298750,"148,557","156,240","68,860","235,937","52,883"
644,45073,Oconee County,SC,79546,"40,018","40,162","14,982","65,198","19,769"
645,45075,Orangeburg County,SC,86175,"39,253","43,841","17,839","65,255","17,377"
646,45077,Pickens County,SC,126884,"67,162","66,300","24,424","109,038","23,266"
647,45079,Richland County,SC,415759,"202,777","218,789","89,258","332,308","59,738"
648,45083,Spartanburg County,SC,319785,"168,981","176,850","79,662","266,169","57,148"
649,45085,Sumter County,SC,106721,"50,749","53,263","23,941","80,071","18,338"
650,45091,York County,SC,280979,"143,210","151,038","68,657","225,591","46,787"
651,46083,Lincoln County,SD,61128,"35,202","35,785","19,140","51,847","11,080"
652,46099,Minnehaha County,SD,193134,"104,723","99,248","51,282","152,689","28,434"
653,46103,Pennington County,SD,113775,"58,162","56,299","25,061","89,400","22,794"
654,47001,Anderson County,TN,76978,"39,237","39,676","16,512","62,401","15,491"
655,47009,Blount County,TN,133088,"68,650","71,308","27,674","112,284","29,825"
656,47011,Bradley County,TN,108110,"53,527","57,089","23,819","86,797","19,326"
657,47037,Davidson County,TN,694144,"341,794","366,350","140,539","567,605","94,485"
658,47059,Greene County,TN,69069,"35,669","35,736","13,354","58,051","15,708"
659,47063,Hamblen County,TN,64934,"32,662","32,506","14,621","50,547","11,463"
660,47065,Hamilton County,TN,367804,"182,132","192,550","77,526","297,156","69,587"
661,47093,Knox County,TN,470313,"242,250","252,324","101,703","392,871","81,398"
662,47113,Madison County,TN,97984,"46,893","52,352","21,971","77,274","18,055"
663,47119,Maury County,TN,96387,"53,831","54,328","24,240","83,919","18,549"
664,47125,Montgomery County,TN,208993,"118,415","116,786","62,178","173,023","23,179"
665,47141,Putnam County,TN,80245,"40,616","41,766","17,058","65,324","14,322"
666,47147,Robertson County,TN,71813,"37,439","38,031","17,780","57,690","11,636"
667,47149,Rutherford County,TN,332285,"179,112","181,507","87,161","273,458","40,993"
668,47155,Sevier County,TN,98250,"48,742","50,047","19,865","78,924","20,128"
669,47157,Shelby County,TN,937166,"435,472","480,899","228,437","687,934","137,972"
670,47163,Sullivan County,TN,158348,"79,108","81,712","30,534","130,286","35,623"
671,47165,Sumner County,TN,191283,"99,320","104,538","46,310","157,548","34,541"
672,47179,Washington County,TN,129375,"67,214","68,958","24,832","111,340","26,156"
673,47187,Williamson County,TN,238412,"129,043","131,772","66,469","194,346","38,205"
674,47189,Wilson County,TN,144657,"78,441","80,114","36,560","121,995","25,089"
675,48005,Angelina County,TX,86715,"43,242","43,859","21,793","65,308","14,368"
676,48021,Bastrop County,TX,88723,"53,414","52,774","26,838","79,350","16,965"
677,48027,Bell County,TX,362924,"193,812","194,574","106,017","282,369","45,651"
678,48029,Bexar County,TX,2003554,"1,024,634","1,034,896","506,192","1,553,338","261,960"
679,48037,Bowie County,TX,93245,"45,528","46,507","21,542","70,493","17,294"
680,48039,Brazoria County,TX,374264,"196,431","191,750","98,911","289,270","49,545"
681,48041,Brazos County,TX,229211,"121,469","120,545","48,120","193,894","25,362"
682,48061,Cameron County,TX,423163,"210,080","215,128","121,554","303,654","60,258"
683,48085,Collin County,TX,1034730,"577,666","581,030","283,701","874,995","135,472"
684,48091,Comal County,TX,156209,"91,954","92,688","40,461","144,181","34,072"
685,48099,Coryell County,TX,75951,"42,978","42,079","18,408","66,649","9,929"
686,48113,Dallas County,TX,2635516,"1,293,425","1,307,415","648,401","1,952,439","306,818"
687,48121,Denton County,TX,887207,"484,286","492,995","226,453","750,828","112,877"
688,48135,Ector County,TX,166223,"81,812","79,057","47,271","113,598","15,916"
689,48139,Ellis County,TX,184826,"105,284","106,898","55,417","156,765","27,763"
690,48141,El Paso County,TX,839238,"432,804","435,959","224,757","644,006","113,548"
691,48157,Fort Bend County,TX,811688,"439,315","449,831","235,537","653,609","111,325"
692,48167,Galveston County,TX,342139,"177,515","179,602","83,659","273,458","56,495"
693,48181,Grayson County,TX,136212,"70,224","72,907","33,880","109,251","26,264"
694,48183,Gregg County,TX,123945,"61,375","64,068","32,071","93,372","20,657"
695,48187,Guadalupe County,TX,166847,"91,889","90,871","43,404","139,356","27,378"
696,48201,Harris County,TX,4713325,"2,381,745","2,399,168","1,230,247","3,550,666","560,423"
697,48203,Harrison County,TX,66553,"33,192","36,763","16,591","53,364","12,127"
698,48209,Hays County,TX,230191,"133,562","135,663","59,919","209,306","32,508"
699,48213,Henderson County,TX,82737,"42,275","42,236","17,902","66,609","19,498"
700,48215,Hidalgo County,TX,868707,"439,292","449,075","274,145","614,222","102,441"
701,48221,Hood County,TX,61643,"32,324","34,049","13,474","52,899","17,723"
702,48231,Hunt County,TX,98594,"53,346","54,936","25,845","82,437","16,825"
703,48245,Jefferson County,TX,251565,"129,722","121,108","60,927","189,903","38,806"
704,48251,Johnson County,TX,175817,"98,495","97,011","49,693","145,813","27,520"
705,48257,Kaufman County,TX,136154,"85,705","86,661","48,880","123,486","18,282"
706,48291,Liberty County,TX,88219,"50,650","51,342","29,986","72,006","12,610"
707,48303,Lubbock County,TX,310569,"156,912","160,649","74,294","243,267","41,814"
708,48309,McLennan County,TX,256623,"131,783","135,053","63,417","203,419","41,043"
709,48329,Midland County,TX,176832,"88,167","83,832","50,029","121,970","18,356"
710,48339,Montgomery County,TX,607391,"337,701","340,789","173,693","504,797","94,307"
711,48355,Nueces County,TX,362294,"176,510","175,164","83,764","267,910","55,301"
712,48361,Orange County,TX,83396,"42,859","42,075","21,480","63,454","14,163"
713,48367,Parker County,TX,142878,"84,308","81,526","40,356","125,478","26,615"
714,48375,Potter County,TX,117415,"59,818","55,827","30,730","84,915","16,147"
715,48381,Randall County,TX,137713,"72,549","73,591","34,620","111,520","22,494"
716,48397,Rockwall County,TX,104915,"62,263","60,945","32,336","90,872","15,803"
717,48409,San Patricio County,TX,66730,"36,078","33,876","18,148","51,806","10,676"
718,48423,Smith County,TX,232751,"118,130","123,792","58,091","183,831","42,086"
719,48427,Starr County,TX,64633,"32,086","33,642","21,164","44,564","7,390"
720,48439,Tarrant County,TX,2102515,"1,061,166","1,093,429","543,111","1,611,484","265,895"
721,48441,Taylor County,TX,138034,"71,487","73,676","35,010","110,153","21,413"
722,48451,Tom Green County,TX,119200,"59,793","59,099","28,391","90,501","19,743"
723,48453,Travis County,TX,1273954,"679,283","647,153","264,050","1,062,386","145,457"
724,48469,Victoria County,TX,92084,"45,864","45,201","22,565","68,500","15,360"
725,48471,Walker County,TX,72971,"48,547","30,323","11,321","67,549","12,265"
726,48479,Webb County,TX,276652,"133,476","134,304","82,592","185,188","26,934"
727,48485,Wichita County,TX,132230,"67,331","62,647","29,412","100,566","19,924"
728,48491,Williamson County,TX,590551,"335,139","336,279","160,014","511,404","86,749"
729,48497,Wise County,TX,69984,"38,354","36,541","18,159","56,736","11,686"
730,49005,Cache County,UT,128289,"70,230","69,943","40,083","100,090","13,740"
731,49011,Davis County,UT,355481,"187,316","182,632","110,710","259,238","40,821"
732,49035,Salt Lake County,UT,1160437,"602,122","584,135","296,884","889,373","143,080"
733,49045,Tooele County,UT,72259,"40,451","39,483","24,591","55,343","7,046"
734,49049,Utah County,UT,636235,"356,944","345,490","219,921","482,513","56,150"
735,49053,Washington County,UT,177556,"98,853","98,827","47,583","150,097","44,202"
736,49057,Weber County,UT,260213,"137,656","131,905","70,893","198,668","33,414"
737,50007,Chittenden County,VT,163774,"82,357","86,944","28,706","140,595","29,037"
738,51003,Albemarle County,VA,109330,"55,467","59,067","21,662","92,872","23,685"
739,51013,Arlington County,VA,236842,"117,465","116,535","42,168","191,832","27,765"
740,51015,Augusta County,VA,75558,"39,641","38,423","13,942","64,122","17,785"
741,51019,Bedford County,VA,78997,"40,561","40,287","15,485","65,363","18,915"
742,51041,Chesterfield County,VA,352802,"182,388","196,020","88,109","290,299","62,193"
743,51059,Fairfax County,VA,1147532,"569,665","568,666","257,739","880,592","172,168"
744,51061,Fauquier County,VA,71222,"37,536","37,128","16,598","58,066","12,626"
745,51069,Frederick County,VA,89313,"47,965","47,086","21,328","73,723","17,669"
746,51085,Hanover County,VA,107766,"55,587","57,351","23,972","88,966","21,524"
747,51087,Henrico County,VA,330818,"158,883","175,079","72,656","261,306","56,995"
748,51095,James City County,VA,76523,"38,803","42,396","15,629","65,570","21,785"
749,51107,Loudoun County,VA,413538,"216,846","215,239","113,893","318,192","46,645"
750,51121,Montgomery County,VA,98535,"50,555","48,360","14,540","84,375","13,719"
751,51153,Prince William County,VA,470335,"245,157","241,786","127,873","359,070","54,785"
752,51161,Roanoke County,VA,94186,"45,753","51,161","18,764","78,150","21,938"
753,51165,Rockingham County,VA,81948,"42,162","43,235","18,251","67,146","17,264"
754,51177,Spotsylvania County,VA,136215,"73,440","73,248","35,360","111,328","22,788"
755,51179,Stafford County,VA,152882,"83,120","80,260","42,370","121,010","18,736"
756,51199,York County,VA,68280,"35,259","36,082","16,327","55,014","12,067"
757,51650,Hampton city,VA,134510,"67,193","70,844","29,385","108,652","22,674"
758,51680,Lynchburg city,VA,82168,"36,734","42,553","14,967","64,320","11,336"
759,51770,Roanoke city,VA,99143,"44,541","53,306","21,905","75,942","17,351"
760,53005,Benton County,WA,204390,"107,806","104,985","54,973","157,818","33,661"
761,53007,Chelan County,WA,77200,"39,973","39,953","17,658","62,268","16,915"
762,53009,Clallam County,WA,77331,"38,583","39,222","12,681","65,124","24,992"
763,53011,Clark County,WA,488241,"257,272","259,507","114,239","402,540","88,216"
764,53015,Cowlitz County,WA,110593,"55,875","56,081","24,870","87,086","22,399"
765,53021,Franklin County,WA,95222,"50,990","47,688","29,847","68,831","10,478"
766,53025,Grant County,WA,97733,"51,345","49,966","28,720","72,591","14,534"
767,53027,Grays Harbor County,WA,75061,"39,227","37,811","15,226","61,812","17,962"
768,53029,Island County,WA,85141,"44,991","41,634","14,782","71,843","23,273"
769,53033,King County,WA,2252782,"1,151,810","1,114,979","435,695","1,831,094","323,122"
770,53035,Kitsap County,WA,271473,"143,650","134,023","53,752","223,921","55,217"
771,53041,Lewis County,WA,80707,"43,022","42,348","18,049","67,321","18,732"
772,53045,Mason County,WA,66768,"35,324","32,842","13,283","54,883","16,857"
773,53053,Pierce County,WA,904980,"466,724","460,656","210,895","716,485","138,363"
774,53057,Skagit County,WA,129205,"66,892","64,287","27,363","103,816","29,121"
775,53061,Snohomish County,WA,822083,"424,312","415,767","183,513","656,566","125,828"
776,53063,Spokane County,WA,522798,"273,987","275,703","117,125","432,565","95,897"
777,53067,Thurston County,WA,290536,"147,104","151,654","61,480","237,278","57,422"
778,53073,Whatcom County,WA,229247,"113,417","117,260","42,239","188,438","43,910"
779,53077,Yakima County,WA,250873,"129,749","127,252","74,061","182,940","37,005"
780,54003,Berkeley County,WV,119171,"64,794","64,696","29,335","100,155","20,510"
781,54011,Cabell County,WV,91945,"45,077","47,653","18,130","74,600","18,162"
782,54033,Harrison County,WV,67256,"32,009","32,906","13,710","51,205","13,328"
783,54039,Kanawha County,WV,178124,"84,533","90,982","34,304","141,211","39,298"
784,54061,Monongalia County,WV,105612,"55,418","51,451","17,242","89,627","14,420"
785,54081,Raleigh County,WV,73361,"36,230","36,652","15,333","57,549","16,758"
786,54107,Wood County,WV,83518,"40,816","42,524","17,239","66,101","18,139"
787,55009,Brown County,WI,264542,"134,785","135,251","61,271","208,765","44,169"
788,55017,Chippewa County,WI,64658,"35,126","31,681","13,895","52,912","13,144"
789,55025,Dane County,WI,546695,"284,977","283,226","110,189","458,014","87,199"
790,55027,Dodge County,WI,87839,"45,833","42,449","16,863","71,419","16,920"
791,55035,Eau Claire County,WI,104646,"53,645","53,192","20,993","85,844","18,356"
792,55039,Fond du Lac County,WI,103403,"51,558","52,278","21,363","82,473","21,143"
793,55055,Jefferson County,WI,84769,"43,419","42,365","16,475","69,309","16,194"
794,55059,Kenosha County,WI,169561,"83,860","83,957","35,901","131,916","26,860"
795,55063,La Crosse County,WI,118016,"60,168","60,126","22,697","97,597","22,093"
796,55071,Manitowoc County,WI,78981,"41,021","40,151","15,713","65,459","18,293"
797,55073,Marathon County,WI,135692,"69,794","68,164","30,809","107,149","26,647"
798,55079,Milwaukee County,WI,945726,"447,146","471,515","216,232","702,429","136,724"
799,55087,Outagamie County,WI,187885,"96,940","95,187","43,697","148,430","32,362"
800,55089,Ozaukee County,WI,89221,"45,904","47,105","19,336","73,673","20,807"
801,55097,Portage County,WI,70772,"36,180","34,538","13,317","57,401","13,148"
802,55101,Racine County,WI,196311,"98,146","97,700","44,347","151,499","35,548"
803,55105,Rock County,WI,163354,"82,581","81,479","36,459","127,601","28,930"
804,55109,St. Croix County,WI,90687,"48,282","47,735","22,045","73,972","15,445"
805,55111,Sauk County,WI,64442,"32,746","33,031","14,450","51,327","13,278"
806,55117,Sheboygan County,WI,115340,"60,026","57,815","25,003","92,838","23,702"
807,55127,Walworth County,WI,103868,"52,926","52,454","20,223","85,157","21,050"
808,55131,Washington County,WI,136034,"69,249","68,439","28,063","109,625","27,297"
809,55133,Waukesha County,WI,404198,"205,247","205,187","84,982","325,452","84,405"
810,55139,Winnebago County,WI,171907,"86,933","83,785","33,880","136,838","29,943"
811,55141,Wood County,WI,72999,"36,722","37,271","15,879","58,114","16,222"
812,56021,Laramie County,WY,99500,"51,389","49,334","22,428","78,295","17,534"
813,56025,Natrona County,WY,79858,"40,401","39,200","18,486","61,115","13,873"
